Stock Name,MarketDate,MarketPrice
Safaricom Ltd Ord 0.05,25-Mar-22,35.9500
British American Tobacco Kenya Ltd Ord 10.00,25-Mar-22,491.0000
Nairobi Securities Exchange,25-Mar-22,7.5600
Car and General (K) Ltd Ord 5.00,25-Mar-22,70.0000
Car and General (K) Ltd Ord 5.00,28-Mar-22,69.0000
Nairobi Securities Exchange,28-Mar-22,7.6400
British American Tobacco Kenya Ltd Ord 10.00,28-Mar-22,499.2500
Safaricom Ltd Ord 0.05,28-Mar-22,35.4000
Car and General (K) Ltd Ord 5.00,29-Mar-22,69.0000
Nairobi Securities Exchange,29-Mar-22,7.8400
Safaricom Ltd Ord 0.05,29-Mar-22,35.4000
British American Tobacco Kenya Ltd Ord 10.00,29-Mar-22,493.0000
Nairobi Securities Exchange,30-Mar-22,7.9600
British American Tobacco Kenya Ltd Ord 10.00,30-Mar-22,490.5000
Safaricom Ltd Ord 0.05,30-Mar-22,35.0500
Car and General (K) Ltd Ord 5.00,30-Mar-22,69.0000
Car and General (K) Ltd Ord 5.00,31-Mar-22,69.0000
Safaricom Ltd Ord 0.05,31-Mar-22,34.1500
Nairobi Securities Exchange,31-Mar-22,7.8200
British American Tobacco Kenya Ltd Ord 10.00,31-Mar-22,496.2500
Nairobi Securities Exchange,01-Apr-22,7.7600
British American Tobacco Kenya Ltd Ord 10.00,01-Apr-22,490.0000
Car and General (K) Ltd Ord 5.00,01-Apr-22,67.0000
Safaricom Ltd Ord 0.05,01-Apr-22,34.5000
Nairobi Securities Exchange,04-Apr-22,7.8800
Car and General (K) Ltd Ord 5.00,04-Apr-22,62.0000
British American Tobacco Kenya Ltd Ord 10.00,04-Apr-22,488.7500
Safaricom Ltd Ord 0.05,04-Apr-22,35.3500
Car and General (K) Ltd Ord 5.00,05-Apr-22,62.0000
Safaricom Ltd Ord 0.05,05-Apr-22,35.4500
Nairobi Securities Exchange,05-Apr-22,7.8000
British American Tobacco Kenya Ltd Ord 10.00,05-Apr-22,491.2500
British American Tobacco Kenya Ltd Ord 10.00,06-Apr-22,491.2500
Car and General (K) Ltd Ord 5.00,06-Apr-22,62.0000
Safaricom Ltd Ord 0.05,06-Apr-22,35.1000
Nairobi Securities Exchange,06-Apr-22,7.8400
Nairobi Securities Exchange,07-Apr-22,7.8800
British American Tobacco Kenya Ltd Ord 10.00,07-Apr-22,488.2500
Car and General (K) Ltd Ord 5.00,07-Apr-22,56.0000
Safaricom Ltd Ord 0.05,07-Apr-22,35.0500
Car and General (K) Ltd Ord 5.00,08-Apr-22,56.0000
British American Tobacco Kenya Ltd Ord 10.00,08-Apr-22,494.5000
Nairobi Securities Exchange,08-Apr-22,7.7400
Safaricom Ltd Ord 0.05,08-Apr-22,35.0000
Nairobi Securities Exchange,11-Apr-22,7.7800
Car and General (K) Ltd Ord 5.00,11-Apr-22,51.0000
Safaricom Ltd Ord 0.05,11-Apr-22,34.1000
British American Tobacco Kenya Ltd Ord 10.00,11-Apr-22,491.5000
Car and General (K) Ltd Ord 5.00,12-Apr-22,50.0000
Nairobi Securities Exchange,12-Apr-22,7.9000
Safaricom Ltd Ord 0.05,12-Apr-22,34.7000
British American Tobacco Kenya Ltd Ord 10.00,12-Apr-22,490.0000
Car and General (K) Ltd Ord 5.00,13-Apr-22,49.0500
Safaricom Ltd Ord 0.05,13-Apr-22,35.4500
British American Tobacco Kenya Ltd Ord 10.00,13-Apr-22,490.0000
Nairobi Securities Exchange,13-Apr-22,7.9200
Nairobi Securities Exchange,14-Apr-22,8.0200
Safaricom Ltd Ord 0.05,14-Apr-22,35.3000
British American Tobacco Kenya Ltd Ord 10.00,14-Apr-22,490.0000
Car and General (K) Ltd Ord 5.00,14-Apr-22,48.0000
Nairobi Securities Exchange,19-Apr-22,8.0000
Safaricom Ltd Ord 0.05,19-Apr-22,35.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Apr-22,488.5000
Car and General (K) Ltd Ord 5.00,19-Apr-22,45.0000
British American Tobacco Kenya Ltd Ord 10.00,20-Apr-22,489.7500
Nairobi Securities Exchange,20-Apr-22,8.0000
Safaricom Ltd Ord 0.05,20-Apr-22,35.0500
Car and General (K) Ltd Ord 5.00,20-Apr-22,42.0000
Safaricom Ltd Ord 0.05,21-Apr-22,34.7500
Nairobi Securities Exchange,21-Apr-22,8.1600
British American Tobacco Kenya Ltd Ord 10.00,21-Apr-22,490.0000
Car and General (K) Ltd Ord 5.00,21-Apr-22,39.6500
Nairobi Securities Exchange,22-Apr-22,8.1600
British American Tobacco Kenya Ltd Ord 10.00,22-Apr-22,488.0000
Safaricom Ltd Ord 0.05,22-Apr-22,34.2000
Car and General (K) Ltd Ord 5.00,22-Apr-22,35.7000
Safaricom Ltd Ord 0.05,25-Apr-22,34.0000
Car and General (K) Ltd Ord 5.00,25-Apr-22,32.1500
Nairobi Securities Exchange,25-Apr-22,8.1600
British American Tobacco Kenya Ltd Ord 10.00,25-Apr-22,448.0000
Nairobi Securities Exchange,26-Apr-22,7.9200
Car and General (K) Ltd Ord 5.00,26-Apr-22,30.6000
Safaricom Ltd Ord 0.05,26-Apr-22,33.8500
British American Tobacco Kenya Ltd Ord 10.00,26-Apr-22,426.0000
Car and General (K) Ltd Ord 5.00,27-Apr-22,30.5000
Nairobi Securities Exchange,27-Apr-22,8.0800
Safaricom Ltd Ord 0.05,27-Apr-22,33.8000
British American Tobacco Kenya Ltd Ord 10.00,27-Apr-22,421.0000
Safaricom Ltd Ord 0.05,28-Apr-22,33.7000
Car and General (K) Ltd Ord 5.00,28-Apr-22,30.0000
Nairobi Securities Exchange,28-Apr-22,8.0200
British American Tobacco Kenya Ltd Ord 10.00,28-Apr-22,433.7500
Nairobi Securities Exchange,04-May-22,7.9600
Safaricom Ltd Ord 0.05,04-May-22,33.5000
Car and General (K) Ltd Ord 5.00,04-May-22,30.0000
British American Tobacco Kenya Ltd Ord 10.00,04-May-22,425.0000
British American Tobacco Kenya Ltd Ord 10.00,06-May-22,417.5000
Safaricom Ltd Ord 0.05,06-May-22,32.0000
Nairobi Securities Exchange,06-May-22,8.0000
Car and General (K) Ltd Ord 5.00,06-May-22,30.0000
British American Tobacco Kenya Ltd Ord 10.00,09-May-22,417.5000
Car and General (K) Ltd Ord 5.00,09-May-22,30.0000
Safaricom Ltd Ord 0.05,09-May-22,32.2000
Nairobi Securities Exchange,09-May-22,8.0400
Nairobi Securities Exchange,10-May-22,8.2600
Car and General (K) Ltd Ord 5.00,10-May-22,30.0000
Safaricom Ltd Ord 0.05,10-May-22,32.2500
British American Tobacco Kenya Ltd Ord 10.00,10-May-22,404.0000
Nairobi Securities Exchange,11-May-22,8.0000
Car and General (K) Ltd Ord 5.00,11-May-22,30.0000
British American Tobacco Kenya Ltd Ord 10.00,11-May-22,409.2500
Safaricom Ltd Ord 0.05,11-May-22,32.4000
British American Tobacco Kenya Ltd Ord 10.00,12-May-22,421.0000
Safaricom Ltd Ord 0.05,12-May-22,31.8500
Nairobi Securities Exchange,12-May-22,8.1400
Car and General (K) Ltd Ord 5.00,12-May-22,30.0000
Safaricom Ltd Ord 0.05,13-May-22,30.2000
Car and General (K) Ltd Ord 5.00,13-May-22,32.0000
British American Tobacco Kenya Ltd Ord 10.00,13-May-22,423.0000
Nairobi Securities Exchange,13-May-22,8.3800
Nairobi Securities Exchange,16-May-22,8.0000
Safaricom Ltd Ord 0.05,16-May-22,30.3000
British American Tobacco Kenya Ltd Ord 10.00,16-May-22,428.7500
Car and General (K) Ltd Ord 5.00,16-May-22,33.6000
Car and General (K) Ltd Ord 5.00,17-May-22,32.5000
British American Tobacco Kenya Ltd Ord 10.00,17-May-22,416.5000
Nairobi Securities Exchange,17-May-22,7.9600
Safaricom Ltd Ord 0.05,17-May-22,30.4500
Safaricom Ltd Ord 0.05,18-May-22,29.4500
Nairobi Securities Exchange,18-May-22,7.9000
Car and General (K) Ltd Ord 5.00,18-May-22,30.5000
British American Tobacco Kenya Ltd Ord 10.00,18-May-22,420.0000
Nairobi Securities Exchange,19-May-22,7.9200
British American Tobacco Kenya Ltd Ord 10.00,19-May-22,420.0000
Safaricom Ltd Ord 0.05,19-May-22,28.0500
Car and General (K) Ltd Ord 5.00,19-May-22,32.0000
Car and General (K) Ltd Ord 5.00,20-May-22,34.1000
British American Tobacco Kenya Ltd Ord 10.00,20-May-22,420.0000
Safaricom Ltd Ord 0.05,20-May-22,27.8000
Nairobi Securities Exchange,20-May-22,7.9200
British American Tobacco Kenya Ltd Ord 10.00,23-May-22,420.0000
Nairobi Securities Exchange,23-May-22,8.2600
Safaricom Ltd Ord 0.05,23-May-22,26.6500
Car and General (K) Ltd Ord 5.00,23-May-22,35.0000
Car and General (K) Ltd Ord 5.00,24-May-22,35.0000
British American Tobacco Kenya Ltd Ord 10.00,24-May-22,420.0000
Nairobi Securities Exchange,24-May-22,8.0000
Safaricom Ltd Ord 0.05,24-May-22,26.3500
Nairobi Securities Exchange,25-May-22,8.0400
Car and General (K) Ltd Ord 5.00,25-May-22,35.0000
Safaricom Ltd Ord 0.05,25-May-22,26.5500
British American Tobacco Kenya Ltd Ord 10.00,25-May-22,416.0000
Safaricom Ltd Ord 0.05,26-May-22,26.8500
British American Tobacco Kenya Ltd Ord 10.00,26-May-22,415.7500
Car and General (K) Ltd Ord 5.00,26-May-22,35.4000
Nairobi Securities Exchange,26-May-22,8.0000
Safaricom Ltd Ord 0.05,27-May-22,26.4500
Nairobi Securities Exchange,27-May-22,8.3000
Car and General (K) Ltd Ord 5.00,27-May-22,37.3500
British American Tobacco Kenya Ltd Ord 10.00,27-May-22,419.0000
Safaricom Ltd Ord 0.05,30-May-22,26.2500
Car and General (K) Ltd Ord 5.00,30-May-22,38.1500
British American Tobacco Kenya Ltd Ord 10.00,30-May-22,419.7500
Nairobi Securities Exchange,30-May-22,8.3000
Safaricom Ltd Ord 0.05,31-May-22,26.0000
Nairobi Securities Exchange,31-May-22,8.2800
Car and General (K) Ltd Ord 5.00,31-May-22,39.1000
British American Tobacco Kenya Ltd Ord 10.00,31-May-22,420.0000
Safaricom Ltd Ord 0.05,02-Jun-22,26.0000
Nairobi Securities Exchange,02-Jun-22,8.2800
British American Tobacco Kenya Ltd Ord 10.00,02-Jun-22,417.0000
Car and General (K) Ltd Ord 5.00,02-Jun-22,39.0000
British American Tobacco Kenya Ltd Ord 10.00,03-Jun-22,417.0000
Safaricom Ltd Ord 0.05,03-Jun-22,26.2000
Nairobi Securities Exchange,03-Jun-22,8.3000
Car and General (K) Ltd Ord 5.00,03-Jun-22,39.0000
Car and General (K) Ltd Ord 5.00,06-Jun-22,39.0000
British American Tobacco Kenya Ltd Ord 10.00,06-Jun-22,418.2500
Safaricom Ltd Ord 0.05,06-Jun-22,26.3500
Nairobi Securities Exchange,06-Jun-22,7.8000
Car and General (K) Ltd Ord 5.00,07-Jun-22,42.0000
Nairobi Securities Exchange,07-Jun-22,7.5400
Safaricom Ltd Ord 0.05,07-Jun-22,26.4000
British American Tobacco Kenya Ltd Ord 10.00,07-Jun-22,420.0000
Nairobi Securities Exchange,08-Jun-22,7.4600
British American Tobacco Kenya Ltd Ord 10.00,08-Jun-22,425.0000
Safaricom Ltd Ord 0.05,08-Jun-22,26.4500
Car and General (K) Ltd Ord 5.00,08-Jun-22,46.0000
Safaricom Ltd Ord 0.05,09-Jun-22,26.6000
British American Tobacco Kenya Ltd Ord 10.00,09-Jun-22,425.0000
Nairobi Securities Exchange,09-Jun-22,7.4600
Car and General (K) Ltd Ord 5.00,09-Jun-22,46.0000
Safaricom Ltd Ord 0.05,10-Jun-22,26.7000
British American Tobacco Kenya Ltd Ord 10.00,10-Jun-22,425.0000
Nairobi Securities Exchange,10-Jun-22,7.4400
Car and General (K) Ltd Ord 5.00,10-Jun-22,46.0000
Car and General (K) Ltd Ord 5.00,13-Jun-22,46.3000
British American Tobacco Kenya Ltd Ord 10.00,13-Jun-22,425.0000
Nairobi Securities Exchange,13-Jun-22,7.4600
Safaricom Ltd Ord 0.05,13-Jun-22,26.5000
Car and General (K) Ltd Ord 5.00,14-Jun-22,46.3000
Nairobi Securities Exchange,14-Jun-22,7.2600
British American Tobacco Kenya Ltd Ord 10.00,14-Jun-22,428.0000
Safaricom Ltd Ord 0.05,14-Jun-22,26.3500
Safaricom Ltd Ord 0.05,15-Jun-22,25.7000
British American Tobacco Kenya Ltd Ord 10.00,15-Jun-22,430.0000
Car and General (K) Ltd Ord 5.00,15-Jun-22,43.0000
Nairobi Securities Exchange,15-Jun-22,7.0400
British American Tobacco Kenya Ltd Ord 10.00,16-Jun-22,428.7500
Car and General (K) Ltd Ord 5.00,16-Jun-22,42.0000
Safaricom Ltd Ord 0.05,16-Jun-22,25.0500
Nairobi Securities Exchange,16-Jun-22,6.7200
Car and General (K) Ltd Ord 5.00,17-Jun-22,42.0000
Nairobi Securities Exchange,17-Jun-22,6.8800
Safaricom Ltd Ord 0.05,17-Jun-22,24.3000
British American Tobacco Kenya Ltd Ord 10.00,17-Jun-22,428.7500
Safaricom Ltd Ord 0.05,20-Jun-22,24.3500
British American Tobacco Kenya Ltd Ord 10.00,20-Jun-22,424.7500
Nairobi Securities Exchange,20-Jun-22,7.0000
Car and General (K) Ltd Ord 5.00,20-Jun-22,42.0000
Car and General (K) Ltd Ord 5.00,21-Jun-22,40.1000
British American Tobacco Kenya Ltd Ord 10.00,21-Jun-22,425.2500
Safaricom Ltd Ord 0.05,21-Jun-22,24.0000
Nairobi Securities Exchange,21-Jun-22,6.9800
Safaricom Ltd Ord 0.05,22-Jun-22,23.4500
Car and General (K) Ltd Ord 5.00,22-Jun-22,40.0000
British American Tobacco Kenya Ltd Ord 10.00,22-Jun-22,424.5000
Nairobi Securities Exchange,22-Jun-22,6.9000
Safaricom Ltd Ord 0.05,23-Jun-22,23.5000
British American Tobacco Kenya Ltd Ord 10.00,23-Jun-22,421.0000
Nairobi Securities Exchange,23-Jun-22,6.7600
Car and General (K) Ltd Ord 5.00,23-Jun-22,40.2500
Car and General (K) Ltd Ord 5.00,24-Jun-22,42.0500
Safaricom Ltd Ord 0.05,24-Jun-22,23.1000
British American Tobacco Kenya Ltd Ord 10.00,24-Jun-22,421.0000
Nairobi Securities Exchange,24-Jun-22,6.9800
Nairobi Securities Exchange,27-Jun-22,6.6000
British American Tobacco Kenya Ltd Ord 10.00,27-Jun-22,423.7500
Car and General (K) Ltd Ord 5.00,27-Jun-22,42.0500
Safaricom Ltd Ord 0.05,27-Jun-22,23.1500
Safaricom Ltd Ord 0.05,28-Jun-22,23.3500
Car and General (K) Ltd Ord 5.00,28-Jun-22,41.5000
Nairobi Securities Exchange,28-Jun-22,7.0200
British American Tobacco Kenya Ltd Ord 10.00,28-Jun-22,419.5000
British American Tobacco Kenya Ltd Ord 10.00,29-Jun-22,416.0000
Safaricom Ltd Ord 0.05,29-Jun-22,24.9000
Nairobi Securities Exchange,29-Jun-22,7.1800
Car and General (K) Ltd Ord 5.00,29-Jun-22,43.9000
Car and General (K) Ltd Ord 5.00,30-Jun-22,44.2500
Nairobi Securities Exchange,30-Jun-22,7.1200
Safaricom Ltd Ord 0.05,30-Jun-22,24.9500
British American Tobacco Kenya Ltd Ord 10.00,30-Jun-22,407.7500
Car and General (K) Ltd Ord 5.00,01-Jul-22,44.2500
Safaricom Ltd Ord 0.05,01-Jul-22,25.0500
British American Tobacco Kenya Ltd Ord 10.00,01-Jul-22,415.0000
Nairobi Securities Exchange,01-Jul-22,7.2400
Safaricom Ltd Ord 0.05,04-Jul-22,26.5500
British American Tobacco Kenya Ltd Ord 10.00,04-Jul-22,420.0000
Nairobi Securities Exchange,04-Jul-22,6.9800
Car and General (K) Ltd Ord 5.00,04-Jul-22,44.2500
Nairobi Securities Exchange,05-Jul-22,6.8800
British American Tobacco Kenya Ltd Ord 10.00,05-Jul-22,420.0000
Car and General (K) Ltd Ord 5.00,05-Jul-22,48.0000
Safaricom Ltd Ord 0.05,05-Jul-22,27.6000
British American Tobacco Kenya Ltd Ord 10.00,06-Jul-22,415.0000
Nairobi Securities Exchange,06-Jul-22,6.9200
Safaricom Ltd Ord 0.05,06-Jul-22,27.7500
Car and General (K) Ltd Ord 5.00,06-Jul-22,48.0000
Nairobi Securities Exchange,07-Jul-22,6.8200
Safaricom Ltd Ord 0.05,07-Jul-22,27.9500
Car and General (K) Ltd Ord 5.00,07-Jul-22,48.0000
British American Tobacco Kenya Ltd Ord 10.00,07-Jul-22,410.2500
British American Tobacco Kenya Ltd Ord 10.00,08-Jul-22,414.5000
Car and General (K) Ltd Ord 5.00,08-Jul-22,44.8500
Safaricom Ltd Ord 0.05,08-Jul-22,28.2000
Nairobi Securities Exchange,08-Jul-22,7.4800
Car and General (K) Ltd Ord 5.00,12-Jul-22,40.5000
Nairobi Securities Exchange,12-Jul-22,7.0000
British American Tobacco Kenya Ltd Ord 10.00,12-Jul-22,420.0000
Safaricom Ltd Ord 0.05,12-Jul-22,29.5000
British American Tobacco Kenya Ltd Ord 10.00,13-Jul-22,420.7500
Safaricom Ltd Ord 0.05,13-Jul-22,30.0000
Car and General (K) Ltd Ord 5.00,13-Jul-22,40.5000
Nairobi Securities Exchange,13-Jul-22,7.2600
Safaricom Ltd Ord 0.05,14-Jul-22,32.0500
British American Tobacco Kenya Ltd Ord 10.00,14-Jul-22,425.0000
Nairobi Securities Exchange,14-Jul-22,7.5000
Car and General (K) Ltd Ord 5.00,14-Jul-22,43.5000
Safaricom Ltd Ord 0.05,15-Jul-22,31.4500
British American Tobacco Kenya Ltd Ord 10.00,15-Jul-22,423.5000
Nairobi Securities Exchange,15-Jul-22,7.7200
Car and General (K) Ltd Ord 5.00,15-Jul-22,43.9000
Safaricom Ltd Ord 0.05,18-Jul-22,30.0000
Nairobi Securities Exchange,18-Jul-22,7.9400
British American Tobacco Kenya Ltd Ord 10.00,18-Jul-22,420.5000
Car and General (K) Ltd Ord 5.00,18-Jul-22,43.7500
Nairobi Securities Exchange,19-Jul-22,7.9800
Safaricom Ltd Ord 0.05,19-Jul-22,28.9000
Car and General (K) Ltd Ord 5.00,19-Jul-22,43.5000
British American Tobacco Kenya Ltd Ord 10.00,19-Jul-22,425.0000
Car and General (K) Ltd Ord 5.00,20-Jul-22,43.5000
British American Tobacco Kenya Ltd Ord 10.00,20-Jul-22,430.0000
Safaricom Ltd Ord 0.05,20-Jul-22,28.1500
Nairobi Securities Exchange,20-Jul-22,7.9000
British American Tobacco Kenya Ltd Ord 10.00,21-Jul-22,445.0000
Nairobi Securities Exchange,21-Jul-22,7.9000
Safaricom Ltd Ord 0.05,21-Jul-22,28.5500
Car and General (K) Ltd Ord 5.00,21-Jul-22,43.5000
British American Tobacco Kenya Ltd Ord 10.00,22-Jul-22,445.0000
Car and General (K) Ltd Ord 5.00,22-Jul-22,43.5000
Safaricom Ltd Ord 0.05,22-Jul-22,29.0000
Nairobi Securities Exchange,22-Jul-22,7.7400
Car and General (K) Ltd Ord 5.00,25-Jul-22,47.8000
Safaricom Ltd Ord 0.05,25-Jul-22,29.5000
British American Tobacco Kenya Ltd Ord 10.00,25-Jul-22,442.2500
Nairobi Securities Exchange,25-Jul-22,7.5600
British American Tobacco Kenya Ltd Ord 10.00,26-Jul-22,430.0000
Nairobi Securities Exchange,26-Jul-22,7.5600
Car and General (K) Ltd Ord 5.00,26-Jul-22,47.8000
Safaricom Ltd Ord 0.05,26-Jul-22,29.0000
Nairobi Securities Exchange,27-Jul-22,7.5200
Car and General (K) Ltd Ord 5.00,27-Jul-22,44.1500
British American Tobacco Kenya Ltd Ord 10.00,27-Jul-22,444.7500
Safaricom Ltd Ord 0.05,27-Jul-22,29.5500
British American Tobacco Kenya Ltd Ord 10.00,28-Jul-22,444.7500
Safaricom Ltd Ord 0.05,28-Jul-22,30.0000
Car and General (K) Ltd Ord 5.00,28-Jul-22,43.0500
Nairobi Securities Exchange,28-Jul-22,7.5600
Safaricom Ltd Ord 0.05,29-Jul-22,29.9500
Car and General (K) Ltd Ord 5.00,29-Jul-22,43.0500
Nairobi Securities Exchange,29-Jul-22,7.6000
British American Tobacco Kenya Ltd Ord 10.00,29-Jul-22,440.0000
British American Tobacco Kenya Ltd Ord 10.00,01-Aug-22,440.0000
Car and General (K) Ltd Ord 5.00,01-Aug-22,42.8000
Safaricom Ltd Ord 0.05,01-Aug-22,29.1500
Nairobi Securities Exchange,01-Aug-22,7.4800
Safaricom Ltd Ord 0.05,02-Aug-22,29.7500
British American Tobacco Kenya Ltd Ord 10.00,02-Aug-22,439.7500
Nairobi Securities Exchange,02-Aug-22,7.7000
Car and General (K) Ltd Ord 5.00,02-Aug-22,42.8000
Car and General (K) Ltd Ord 5.00,03-Aug-22,42.8000
Safaricom Ltd Ord 0.05,03-Aug-22,29.6000
British American Tobacco Kenya Ltd Ord 10.00,03-Aug-22,434.0000
Nairobi Securities Exchange,03-Aug-22,7.5800
Nairobi Securities Exchange,04-Aug-22,7.5000
Safaricom Ltd Ord 0.05,04-Aug-22,30.0000
Car and General (K) Ltd Ord 5.00,04-Aug-22,42.8000
British American Tobacco Kenya Ltd Ord 10.00,04-Aug-22,434.0000
Nairobi Securities Exchange,05-Aug-22,7.5800
British American Tobacco Kenya Ltd Ord 10.00,05-Aug-22,434.0000
Safaricom Ltd Ord 0.05,05-Aug-22,30.1000
Car and General (K) Ltd Ord 5.00,05-Aug-22,42.8000
British American Tobacco Kenya Ltd Ord 10.00,08-Aug-22,445.0000
Nairobi Securities Exchange,08-Aug-22,7.9200
Car and General (K) Ltd Ord 5.00,08-Aug-22,44.0000
Safaricom Ltd Ord 0.05,08-Aug-22,30.0000
British American Tobacco Kenya Ltd Ord 10.00,10-Aug-22,438.0000
Car and General (K) Ltd Ord 5.00,10-Aug-22,43.0000
Safaricom Ltd Ord 0.05,10-Aug-22,30.4500
Nairobi Securities Exchange,10-Aug-22,7.9800
Car and General (K) Ltd Ord 5.00,11-Aug-22,43.0000
Safaricom Ltd Ord 0.05,11-Aug-22,31.8000
British American Tobacco Kenya Ltd Ord 10.00,11-Aug-22,445.0000
Nairobi Securities Exchange,11-Aug-22,8.0000
British American Tobacco Kenya Ltd Ord 10.00,12-Aug-22,445.0000
Safaricom Ltd Ord 0.05,12-Aug-22,31.1500
Nairobi Securities Exchange,12-Aug-22,8.0000
Car and General (K) Ltd Ord 5.00,12-Aug-22,44.0000
Nairobi Securities Exchange,16-Aug-22,8.0000
British American Tobacco Kenya Ltd Ord 10.00,16-Aug-22,430.0000
Car and General (K) Ltd Ord 5.00,16-Aug-22,44.0000
Safaricom Ltd Ord 0.05,16-Aug-22,31.1000
British American Tobacco Kenya Ltd Ord 10.00,17-Aug-22,440.0000
Car and General (K) Ltd Ord 5.00,17-Aug-22,44.0000
Nairobi Securities Exchange,17-Aug-22,8.0000
Safaricom Ltd Ord 0.05,17-Aug-22,31.1000
Safaricom Ltd Ord 0.05,18-Aug-22,31.0500
Car and General (K) Ltd Ord 5.00,18-Aug-22,43.0000
British American Tobacco Kenya Ltd Ord 10.00,18-Aug-22,440.0000
Nairobi Securities Exchange,18-Aug-22,8.0000
Car and General (K) Ltd Ord 5.00,19-Aug-22,43.0000
British American Tobacco Kenya Ltd Ord 10.00,19-Aug-22,440.5000
Safaricom Ltd Ord 0.05,19-Aug-22,31.2500
Nairobi Securities Exchange,19-Aug-22,7.9800
Nairobi Securities Exchange,23-Aug-22,7.5400
Car and General (K) Ltd Ord 5.00,23-Aug-22,43.0000
Safaricom Ltd Ord 0.05,23-Aug-22,29.8000
British American Tobacco Kenya Ltd Ord 10.00,23-Aug-22,440.2500
Safaricom Ltd Ord 0.05,24-Aug-22,29.1000
Car and General (K) Ltd Ord 5.00,24-Aug-22,39.5000
Nairobi Securities Exchange,24-Aug-22,7.9800
British American Tobacco Kenya Ltd Ord 10.00,24-Aug-22,460.0000
Nairobi Securities Exchange,25-Aug-22,7.5400
British American Tobacco Kenya Ltd Ord 10.00,25-Aug-22,440.2500
Safaricom Ltd Ord 0.05,25-Aug-22,28.4500
Car and General (K) Ltd Ord 5.00,25-Aug-22,39.5000
Safaricom Ltd Ord 0.05,26-Aug-22,28.0500
British American Tobacco Kenya Ltd Ord 10.00,26-Aug-22,440.0000
Nairobi Securities Exchange,26-Aug-22,7.5800
Car and General (K) Ltd Ord 5.00,26-Aug-22,39.5000
Safaricom Ltd Ord 0.05,29-Aug-22,28.2500
Nairobi Securities Exchange,29-Aug-22,7.7200
British American Tobacco Kenya Ltd Ord 10.00,29-Aug-22,440.0000
Car and General (K) Ltd Ord 5.00,29-Aug-22,40.0500
Nairobi Securities Exchange,30-Aug-22,7.9600
British American Tobacco Kenya Ltd Ord 10.00,30-Aug-22,447.5000
Safaricom Ltd Ord 0.05,30-Aug-22,28.2000
Car and General (K) Ltd Ord 5.00,30-Aug-22,39.8000
British American Tobacco Kenya Ltd Ord 10.00,31-Aug-22,450.0000
Safaricom Ltd Ord 0.05,31-Aug-22,27.9500
Car and General (K) Ltd Ord 5.00,31-Aug-22,43.7500
Nairobi Securities Exchange,31-Aug-22,7.6000
Nairobi Securities Exchange,01-Sep-22,8.0000
Car and General (K) Ltd Ord 5.00,01-Sep-22,45.0000
Safaricom Ltd Ord 0.05,01-Sep-22,27.8500
British American Tobacco Kenya Ltd Ord 10.00,01-Sep-22,450.0000
Car and General (K) Ltd Ord 5.00,02-Sep-22,45.0000
British American Tobacco Kenya Ltd Ord 10.00,02-Sep-22,449.7500
Nairobi Securities Exchange,02-Sep-22,8.0200
Safaricom Ltd Ord 0.05,02-Sep-22,28.0500
Car and General (K) Ltd Ord 5.00,05-Sep-22,45.0000
British American Tobacco Kenya Ltd Ord 10.00,05-Sep-22,449.7500
Safaricom Ltd Ord 0.05,05-Sep-22,29.0500
Nairobi Securities Exchange,05-Sep-22,7.9200
British American Tobacco Kenya Ltd Ord 10.00,06-Sep-22,463.2500
Safaricom Ltd Ord 0.05,06-Sep-22,31.0500
Car and General (K) Ltd Ord 5.00,06-Sep-22,40.9500
Nairobi Securities Exchange,06-Sep-22,8.0000
British American Tobacco Kenya Ltd Ord 10.00,07-Sep-22,450.0000
Safaricom Ltd Ord 0.05,07-Sep-22,29.8500
Car and General (K) Ltd Ord 5.00,07-Sep-22,40.5500
Nairobi Securities Exchange,07-Sep-22,7.9800
Nairobi Securities Exchange,08-Sep-22,7.9800
Safaricom Ltd Ord 0.05,08-Sep-22,29.9000
British American Tobacco Kenya Ltd Ord 10.00,08-Sep-22,450.0000
Car and General (K) Ltd Ord 5.00,08-Sep-22,40.5500
Nairobi Securities Exchange,09-Sep-22,7.9800
British American Tobacco Kenya Ltd Ord 10.00,09-Sep-22,450.0000
Car and General (K) Ltd Ord 5.00,09-Sep-22,40.5500
Safaricom Ltd Ord 0.05,09-Sep-22,29.2500
Safaricom Ltd Ord 0.05,12-Sep-22,28.6500
Car and General (K) Ltd Ord 5.00,12-Sep-22,43.7000
British American Tobacco Kenya Ltd Ord 10.00,12-Sep-22,450.0000
Nairobi Securities Exchange,12-Sep-22,7.9600
Nairobi Securities Exchange,14-Sep-22,8.0000
Car and General (K) Ltd Ord 5.00,14-Sep-22,44.7000
